id,Lon,Lat,IsoCorrAnomaly,MeanCurv,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,Moho_Lloyd_Aus17_Afr,Moho_AN1_Shen_Aus17_Afr,Topo,Tectonics,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,Sus_Lloyd_Aus17_Afr,Sus_AN1_Shen_Aus17_Afr,Bz5,Bz400,Curie,Methane,IceTopography
122492,94.258675,28.5,-14.26257949,0.001675661,0.030792145,97.89383138,97.89383138,97.89383138,97.89383138,63.21607106,63.21607106,63.21607106,63.21607106,63.21607106,63.21607106,2468.770999,1.43533125,1494.619875,432.9132657,70.5941216,375.4652843,558.0246271,-194.4651198,0.003470686,0.00346605,0.00346605,0.00346605,0.00346605,0.00346605,75.28316637,10.94960264,43.12402851,1844.843773,0
122493,94.826498,28.5,-28.20450736,0.001372092,0.024859195,102.5310289,102.5310289,102.5310289,102.5310289,61.85925924,61.85925924,61.85925924,61.85925924,61.85925924,61.85925924,1126.243935,1.2933755,1488.714514,394.0429358,39.11145292,381.0824972,516.5426079,-174.5211788,0.008653987,0.008648787,0.008648787,0.008648787,0.008648787,0.008648787,121.6133275,11.30559927,40.82052051,1841.928045,0
122494,95.394322,28.5,-16.33141863,0.003551569,0.07414847,104.8794155,104.8794155,104.8794155,104.8794155,60.53623045,60.53623045,60.53623045,60.53623045,60.53623045,60.53623045,2486.062961,1.1514195,1484.739746,357.2479302,13.79218176,365.9216068,479.0638623,-27.02888384,0.003869621,0.003868564,0.003868564,0.003868564,0.003868564,0.003868564,164.5256503,11.2866715,39.43144277,1840.293264,0
122495,95.962145,28.5,6.900268231,0.006179115,0.149376882,102.8446416,102.8446416,102.8446416,102.8446416,59.38881781,59.38881781,59.38881781,59.38881781,59.38881781,59.38881781,3042.995745,1.00946375,1482.613565,329.2337585,20.58278957,362.8689336,443.3466554,24013.39436,0.008120445,0.008124849,0.008124849,0.008124849,0.008124849,0.008124849,173.6587082,10.85446388,38.44471861,1844.959837,0
122496,96.529968,28.5,6.56283503,0.004980655,0.140758195,100.0802722,100.0802722,100.0802722,100.0802722,58.29924365,58.29924365,58.29924365,58.29924365,58.29924365,58.29924365,3332.499681,1.529968,1481.119872,302.7000346,36.49720272,363.2353272,415.6523712,53399.87147,0.007235267,0.007236352,0.007236352,0.007236352,0.007236352,0.007236352,150.7340631,10.00890243,37.8993467,1850.889981,0
122497,97.097792,28.5,0.008662574,-0.000523987,-0.0141818,102.2101277,102.2101277,102.2101277,102.2101277,57.52700267,57.52700267,57.52700267,57.52700267,57.52700267,57.52700267,2945.589035,2.097792,1483.391168,266.6999878,84.38180168,375.2731856,390.6223901,80677.42887,0.003808789,0.003812834,0.003812834,0.003812834,0.003812834,0.003812834,101.7929756,8.839149072,37.51392708,1853.63712,0
122499,98.233438,28.5,-39.00112294,-0.012680377,-0.38096959,113.1437522,113.1437522,113.1437522,113.1437522,56.5912783,56.5912783,56.5912783,56.5912783,56.5912783,56.5912783,3934.668643,3,1493.067818,200.3475026,179.5420761,400.5223876,366.8235016,99967.16994,0.010950207,0.010953875,0.010953875,0.010953875,0.010953875,0.010953875,-15.20108952,6.148956676,38.13655878,1857.043975,0
122500,98.801262,28.5,-24.34859043,-0.015577991,-0.463653893,119.0740581,119.0740581,119.0740581,119.0740581,56.51326551,56.51326551,56.51326551,56.51326551,56.51326551,56.51326551,2440.460522,3,1501.723978,181.8246045,228.9738345,418.4697271,366.8235016,69836.50133,0.004377402,0.004376449,0.004376449,0.004376449,0.004376449,0.004376449,-27.74824549,4.908419515,38.75495525,1857.450247,0
122501,99.369085,28.5,-26.22316117,-0.017053107,-0.525119226,123.7952825,123.7952825,123.7952825,123.7952825,56.63250782,56.63250782,56.63250782,56.63250782,56.63250782,56.63250782,4531.453397,3,1512.512615,174.8971657,280.1914674,440.8419498,376.5594081,13067.58308,0.004370296,0.004364656,0.004364656,0.004364656,0.004364656,0.004364656,-14.81728578,3.874777207,39.39376518,1857.215202,0
122502,99.936909,28.5,-36.99694299,-0.017102254,-0.586857636,126.5347779,126.5347779,126.5347779,126.5347779,56.86097759,56.86097759,56.86097759,56.86097759,56.86097759,56.86097759,4702.307709,3,1525.922725,190.3394541,333.1568331,470.5542911,391.5377503,-23.13436687,0.004471553,0.00446269,0.00446269,0.00446269,0.00446269,0.00446269,-8.72578866,3.095117588,40.04356868,1856.553274,0
