dataset,id,Lon,Lat,HF,IsoCorrAnomaly,MeanCurv,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,Topo,Tectonics,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,Bz5,Bz400,Curie,Methane,IceTopography,x,y
test,109,139.523,-35.5,68,-6.549511071,-0.001150714,-0.072586058,124.0164153,124.0164153,130.8074803,124.0164153,31.95642931,31.95642931,41.66209849,41.66209849,17.19999995,1.940375,1643.069,2488.712,3116.736,261.9911999,369.5580906,50.04472247,0.013259587,0.01326797,0.010219725,0.010219725,-4.170577987,1.608724945,33.67579166,1788.490819,0,910345,6062090
test,110,140.13629,-35.5,68,-3.888205829,-0.001535439,-0.104083968,121.5403093,121.5403093,125.7895374,121.5403093,31.59458812,31.59458812,43.31798196,43.31798196,80.25789987,2.05110875,1644.90887,2454.36776,3136.36128,221.7593721,331.5185874,16.89935193,0.013826967,0.01383977,0.009984103,0.009984103,-33.2468039,0.693116981,32.94394602,1787.178369,0,966031,6059357
test,111,140.74957,-35.5,68,-7.637442444,-0.001675413,-0.120872421,119.2128448,119.2128448,120.6133492,119.2128448,31.28266701,31.28266701,43.45146181,43.45146181,115.7629,2.28108875,1647.74699,2416.03096,3135.5215,188.0170242,299.6918156,45.41317321,0.013965959,0.013980355,0.009999469,0.009999469,-36.06397242,-0.201804639,31.81710859,1786.761401,0,1021733,6056275
test,112,141.36286,-35.5,68,-7.606802724,-0.001309505,-0.107767965,117.1019092,117.1019092,115.2063354,117.1019092,31.04348429,31.04348429,41.36627721,41.36627721,86.17899996,2.5110725,1652.04002,2371.87408,3104.857,163.7307458,275.6837908,163.7869528,0.014075361,0.014090355,0.010596996,0.010596996,-29.62154137,-0.994541053,31.37147972,1787.649444,0,1077456,6052842
test,113,141.97615,-35.5,68,-4.967416544,-0.000592812,-0.061809175,115.274494,115.274494,109.4972523,115.274494,31.0661837,31.0661837,39.7572408,39.7572408,70.46550001,2.74105625,1657.28535,2328.6695,3058.0034,159.2999137,257.0722791,104.12204,0.014561122,0.014595379,0.011473172,0.011473172,-21.59439515,-1.642244943,31.39600369,1785.686283,0,1133200,6049056
test,114,142.58944,-35.5,68,-5.958600953,0.000228389,0.033482763,112.5559,112.5559,103.7393315,112.5559,31.22334039,31.22334039,38.48211193,38.48211193,79.20040002,2.75,1663.16272,2285.64976,3006.57648,156.9297223,256.3485031,9.812390846,0.015208626,0.015225912,0.012401626,0.012401626,-7.284030979,-2.096449347,31.80329468,1783.758579,0,1188968,6044917
test,115,143.20273,-35.5,68,-5.945617613,0.001111585,0.190174051,104.139394,104.139394,98.20493572,104.139394,31.726238,31.726238,38.35945346,38.35945346,71.32759996,2.75,1671.13549,2242.10617,2955.67341,133.1340731,262.5007504,12.92629266,0.014974659,0.015002382,0.012490762,0.012490762,-0.605229993,-2.346962529,32.01314309,1786.848312,0,1244761,6040424
test,116,143.81601,-35.5,68,-3.601578751,0.001955838,0.297610902,92.28578973,92.28578973,92.80547067,92.28578973,32.42821345,32.42821345,39.40603424,39.40603424,72.26970001,2.75,1680.05616,2199.19531,2905.08718,102.2696674,281.1119587,0.163245641,0.014654187,0.014678004,0.01206202,0.01206202,-12.29512677,-2.380505455,31.79177822,1789.175821,0,1300581,6035573
test,117,144.4293,-35.5,68,-3.137268373,0.002647765,0.320795778,77.19853849,77.19853849,87.53276379,77.19853849,33.31748325,33.31748325,41.55254924,41.55254924,81.25799998,2.75,1689.8688,2156.8783,2854.7974,64.75471918,308.9744511,-27.53562052,0.015041817,0.015047354,0.012021971,0.012021971,-23.92395721,-2.191981028,31.88032427,1790.786381,0,1356431,6030365
test,118,145.04259,-35.5,68,-3.204020428,0.0033639,0.323949161,68.92966464,68.92966464,84.79834752,68.92966464,34.53773431,34.53773431,40.55204265,40.55204265,92.52769999,2.75,1702.39439,2115.10388,2805.05021,61.15164393,341.356413,-37.05148274,0.014522392,0.014536809,0.012332206,0.012332206,-11.77720346,-1.79041414,32.03138153,1792.351305,0,1412313,6024797
test,119,145.65588,-35.5,68,0.408435357,0.004345747,0.336935024,63.50807562,63.50807562,83.12389527,63.50807562,35.88061109,35.88061109,39.82734776,39.82734776,110,2.75,1715.58524,2073.24428,2755.5296,60.50048823,381.1708898,-30.3284116,0.01398377,0.013978467,0.012645091,0.012645091,5.79804417,-1.224240045,31.2402626,1793.347712,0,1468228,6018866
test,120,146.26917,-35.5,68,0.745414236,0.005563178,0.35904876,63.83446379,63.83446379,83.58925302,63.83446379,37.45676621,37.45676621,41.11525583,41.11525583,128,2.78364625,1729.69091,2030.92727,2706.4664,55.54510625,423.0641727,17.09344035,0.012832196,0.012821114,0.011723389,0.011723389,3.165449347,-0.576430952,30.64010986,1792.693321,0,1524178,6012572
test,121,146.88245,-35.5,68,-3.105072847,0.007216304,0.392218565,64.09971452,64.09971452,83.34255149,64.09971452,39.13233344,39.13233344,42.09718464,42.09718464,238.8480003,2.86030625,1745.7086,1988.9934,2657.78645,62.67522302,467.6143755,25.90566532,0.011630904,0.011588429,0.010823932,0.010823932,-3.278655626,0.08976689,30.28410337,1792.877278,0,1580164,6005912
test,122,147.49574,-35.5,68,3.847695656,0.009331436,0.431934903,64.3280723,64.3280723,82.66607585,64.3280723,40.86794526,40.86794526,42.89446351,42.89446351,467.1547997,2.9369675,1762.88072,1947.28968,2609.33654,77.09980176,514.5106295,11.4150479,0.011171378,0.011121635,0.010575022,0.010575022,6.820139772,0.7231414,29.99157997,1793.567229,0,1636191,5998883
test,123,148.10903,-35.5,68,11.67073309,0.011461505,0.469645308,64.45907831,64.45907831,80.85569816,64.45907831,41.45248843,41.45248843,44.75754256,44.75754256,814.1592009,3.04088625,1781.2709,1905.58596,2561.49566,34.07458443,562.2928292,-9.082848807,0.0109937,0.010946195,0.010098454,0.010098454,2.090473039,1.275993157,29.81615784,1792.039707,0,1692258,5991483
test,124,148.72232,-35.5,68,11.67102612,0.012575452,0.494919633,67.29239643,67.29239643,79.41411461,67.29239643,41.94227553,41.94227553,45.51647659,45.51647659,947.6428016,3.27087,1800.33656,1864.32688,2513.88136,12.5838351,611.600443,-27.20427111,0.010861384,0.010837802,0.00991214,0.00991214,-38.53768924,1.730718174,30.11269847,1790.892167,0,1748367,5983710
test,125,149.3356,-35.5,68,15.56514597,0.012202473,0.509174433,74.87905071,74.87905071,78.63504988,74.87905071,42.27957906,42.27957906,44.32058013,44.32058013,859.6220014,3.50085,1820.5748,1823.8504,2466.6588,29.66981598,661.5849769,-41.07232549,0.010782542,0.010752801,0.010206925,0.010206925,-61.59155535,2.050760119,31.71462396,1790.440142,0,1804520,5975561
test,126,149.94889,-35.5,68,22.68118708,0.009827103,0.51343595,87.9234834,87.9234834,78.61662509,87.9234834,42.23533227,42.23533227,40.61088084,40.61088084,688.2852995,3.73083375,1842.60893,1783.37326,2420.33325,74.44810087,712.131093,-26.04540039,0.009424213,0.009101736,0.009715349,0.009715349,-7.886183299,2.173997429,34.39669037,1788.30976,0,1860720,5967033
test,127,116.64975,-35,68,-54.94676285,-0.018411119,-0.375687448,144.2495643,144.2495643,95.18909473,144.2495643,36.33267964,36.33267964,27.68427509,27.68427509,70.30499988,4,1575.029125,3387.54075,2633.75125,2261.247125,2325.472594,47.89064239,0.016765508,0.016770839,0.02119503,0.02119503,24.77458783,5.1810607,43.12581839,1790.657345,0,-1184112,5969073
test,128,117.25888,-35,68,-59.77164227,-0.019535326,-0.448315175,146.5324913,146.5324913,98.16289758,146.5324913,36.5062816,36.5062816,29.45075243,29.45075243,108.8520005,4,1564.97848,3410.07856,2630.7056,2207.33912,2271.966736,82.15226465,0.012535005,0.012538178,0.014967676,0.014967676,67.77502818,5.406913819,43.13267119,1790.428921,0,-1127617,5979634
test,129,117.86802,-35,68,-57.32755818,-0.021834596,-0.571414388,146.2792506,146.2792506,101.0250562,146.2792506,36.59156169,36.59156169,28.23997658,28.23997658,41.70940001,4,1556.76777,3433.7208,2626.18782,2153.61424,2218.45923,136.9650007,0.016426914,0.016421507,0.020289048,0.020289048,98.78949681,5.421559275,44.08987127,1790.23969,0,-1071179,5989804
test,130,136.14213,-35,68,0.698382962,-0.003679623,-0.176011034,160.9739085,160.9739085,105.0247405,160.9739085,36.30139746,36.30139746,32.41977712,32.41977712,47.15369947,3.35787,1686.595145,2727.25646,2967.83242,560.2142413,646.7013659,-29.71859584,0.022038072,0.022013728,0.024578263,0.024578263,-30.15907044,3.874512268,40.91216705,1788.385117,0,604224,6126361
test,131,137.36041,-35,68,-0.744699793,0.002047392,0.107301662,156.4809193,156.4809193,118.5934473,156.4809193,34.82065492,34.82065492,38.57399523,38.57399523,37.18529991,2.13959,1694.22082,2656.166015,3001.080045,460.7428271,553.711787,70.45265426,0.017227259,0.017233834,0.015031581,0.015031581,255.6561168,4.94478748,37.89027092,1788.669301,0,715412,6124411
test,132,138.57868,-35,68,-1.964348461,0.003133148,0.177292828,139.9454352,139.9454352,133.1310994,139.9454352,33.2874497,33.2874497,36.81243629,36.81243629,55.88399932,1.64467,1696.1967,2585.89722,3034.97842,367.0042015,467.5132946,17.296947,0.019695124,0.019738308,0.017735885,0.017735885,222.8802527,4.247769182,35.64507115,1789.011038,0,826634,6121102
test,133,139.18782,-35,68,-3.529170397,0.002232234,0.134884424,134.8338657,134.8338657,134.038805,134.8338657,32.80318277,32.80318277,38.45711359,38.45711359,103.3476007,1.796955,1697.71955,2550.26253,3054.16633,324.4557688,428.0122476,25.35751249,0.012370126,0.012397701,0.010488236,0.010488236,76.42274365,3.172080165,34.3323595,1790.679481,0,882263,6118936
test,134,139.79695,-35,68,-2.666374584,0.000706642,0.044436288,131.6853455,131.6853455,131.5842855,131.6853455,32.37534474,32.37534474,39.50786446,39.50786446,83.46400014,1.9492375,1699.539325,2513.143675,3073.5024,285.7535407,392.3415963,11.49592556,0.01309671,0.013118226,0.010670577,0.010670577,-32.82676566,1.873649666,33.84800932,1790.356388,0,937906,6116428
test,135,140.40609,-35,68,-7.087811429,-0.001168435,-0.074676571,130.6004496,130.6004496,125.5950161,130.6004496,32.00681532,32.00681532,39.93426293,39.93426293,78.06730001,2.1015225,1701.671315,2474.463285,3092.99488,251.0934784,362.3109554,-25.41262603,0.013653144,0.01367097,0.01101786,0.01101786,-62.52707991,0.552091757,33.02505592,1787.939607,0,993567,6113578
test,136,141.01523,-35,68,-13.94567781,-0.002520347,-0.169564075,129.0887571,129.0887571,118.695116,129.0887571,31.67692805,31.67692805,39.51053209,39.51053209,57.74139995,2.2538075,1705.348995,2431.91867,3086.468245,229.0050289,335.4043222,14.8460007,0.013795803,0.013837959,0.011018028,0.011018028,-45.57026657,-0.640815998,32.06014646,1788.694837,0,1049247,6110384
test,137,141.62437,-35,68,-12.77975624,-0.002895254,-0.22181093,127.3962517,127.3962517,111.4094223,127.3962517,31.44425231,31.44425231,38.77638705,38.77638705,41.01890001,2.4060925,1709.557145,2388.7941,3066.92855,213.2002575,320.3384616,51.02037916,0.013897677,0.013942174,0.011158184,0.011158184,-33.95906887,-1.599694778,32.16161247,1789.532367,0,1104948,6106845
test,138,142.2335,-35,68,-10.83762445,-0.002438281,-0.236734161,125.3022232,125.3022232,103.2670674,125.3022232,31.56303305,31.56303305,37.43630058,37.43630058,56,2.5,1714.73475,2346.155,3015.1525,212.9565953,311.0480041,16.45264349,0.015049455,0.015111859,0.01266473,0.01266473,-28.72447301,-2.324277204,32.50298564,1788.437168,0,1160672,6102961
test,139,142.84264,-35,68,-7.646724946,-0.001466183,-0.197872076,119.8600472,119.8600472,96.472469,119.8600472,31.96106655,31.96106655,37.05558386,37.05558386,59,2.5,1721.45432,2303.5152,2963.88956,195.7008617,311.0480041,7.725115427,0.014862193,0.014918298,0.012916334,0.012916334,-17.64163652,-2.804493147,33.23031057,1789.207774,0,1216422,6098729
test,140,143.45178,-35,68,-4.346370873,-0.00030798,-0.055786271,111.8137615,111.8137615,90.72623842,111.8137615,32.57629693,32.57629693,37.42106693,37.42106693,66,2.5,1729.37314,2260.8754,2913.02637,165.2134098,322.2218797,19.0961356,0.014573714,0.014594549,0.012709946,0.012709946,-15.79835794,-3.029843078,33.18258111,1791.429588,0,1272199,6094149
test,141,144.06091,-35,68,-1.653820511,0.000748597,0.118296819,98.2866589,98.2866589,87.18663119,98.2866589,33.45514612,33.45514612,39.8955668,39.8955668,71,2.5,1738.694105,2219.077665,2862.164015,132.9680023,338.5018545,-11.60014124,0.014775113,0.014799104,0.012269451,0.012269451,-34.19548198,-2.971046272,32.92843076,1792.48528,0,1328005,6089218
test,142,144.67005,-35,68,-4.774497828,0.001589186,0.194333799,86.14887538,86.14887538,84.29962037,86.14887538,34.44850062,34.44850062,41.59573643,41.59573643,80.55449998,2.5,1748.986025,2177.4366,2811.5559,105.0517098,365.7121279,-33.03125441,0.014544258,0.014544677,0.011829822,0.011829822,-41.07779105,-2.645177742,33.24612261,1793.473218,0,1383844,6083935
test,143,145.27919,-35,68,-2.796675304,0.002563,0.238995826,78.81573082,78.81573082,82.60803368,78.81573082,35.6789637,35.6789637,40.82821989,40.82821989,100.2514,2.5,1761.473395,2136.01508,2761.60642,88.70543726,396.8003545,-21.19912718,0.014042849,0.01403063,0.012065416,0.012065416,-18.67247739,-2.107758687,32.9189102,1794.545013,0,1439716,6078299
test,144,145.88832,-35,68,5.206482443,0.003937529,0.29175272,75.73180458,75.73180458,81.97367738,75.73180458,37.01036913,37.01036913,39.81607467,39.81607467,117,2.5,1774.93136,2094.20592,2712.04608,74.04668398,432.4710058,-4.09750907,0.013555528,0.013530121,0.012551772,0.012551772,5.941551931,-1.419755568,31.82956031,1794.62966,0,1495623,6072306
test,145,146.49746,-35,68,0.207807058,0.005493777,0.34006199,75.06402756,75.06402756,81.94047658,75.06402756,38.39920758,38.39920758,38.66480045,38.66480045,160.2593999,2.624365,1788.94158,2052.17526,2662.70574,60.34712551,472.6641675,16.0009346,0.011824892,0.011789293,0.011730317,0.011730317,6.694483749,-0.655323795,31.33766676,1794.152989,0,1551568,6065956
test,146,147.1066,-35,68,-3.899992496,0.007507316,0.393088488,73.86127333,73.86127333,82.0574263,73.86127333,39.75468517,39.75468517,40.53439394,40.53439394,199.9919998,2.77665,1805.0749,2011.0545,2613.6687,67.59953045,514.5029294,15.64490131,0.011420193,0.01135758,0.011260631,0.011260631,1.604566874,0.104878613,30.93844557,1794.470703,0,1607553,6059245
test,147,147.71574,-35,68,9.9526994,0.010053066,0.445828533,72.46601072,72.46601072,82.22840645,72.46601072,40.82093061,40.82093061,42.2440448,42.2440448,294.7213997,2.928935,1821.9722,1969.93755,2564.95654,56.06673194,559.3136829,1.187736807,0.01112185,0.011069492,0.010708679,0.010708679,0.467262028,0.803131159,30.34376702,1794.189701,0,1663579,6052172
test,148,148.32487,-35,68,13.53783218,0.012116915,0.481413002,70.72382419,70.72382419,82.49675974,70.72382419,41.36000963,41.36000963,43.63895306,43.63895306,339.8712997,3.0812175,1840.2461,1928.821275,2516.83527,10.120056,605.3991685,-38.82588077,0.011001051,0.010972083,0.010354321,0.010354321,-29.23376378,1.412143303,30.19870865,1792.810905,0,1719648,6044734
test,149,148.93401,-35,68,8.139000592,0.013130378,0.506218673,73.59426994,73.59426994,82.44329203,73.59426994,41.70162382,41.70162382,43.03960773,43.03960773,527.3515,3.2335025,1859.605325,1888.572345,2469.14722,16.54461228,652.6014584,-49.12564522,0.01091091,0.010875637,0.010466926,0.010466926,-87.95432675,1.912718129,30.44706175,1792.157565,0,1775763,6036928
test,150,149.54315,-35,68,20.09311574,0.012573534,0.518691136,78.7845965,78.7845965,82.22796619,78.7845965,41.93680117,41.93680117,41.54470912,41.54470912,890.5395008,3.3857875,1879.531825,1848.69525,2421.67745,45.97308964,701.2615079,-45.68793432,0.010856294,0.01080704,0.010955099,0.010955099,-95.01924469,2.256258601,32.12491,1791.640976,0,1831925,6028752
test,151,150.15228,-35,68,26.14306845,0.010110966,0.518118006,89.99007989,89.99007989,81.59296006,89.99007989,41.82106615,41.82106615,38.85844591,38.85844591,742.7383996,3.57614,1901.15594,1809.1018,2374.77444,99.94200787,750.3853802,-19.33306281,0.006216991,0.006059403,0.006698177,0.006698177,5.975588908,2.350492003,33.95538179,1789.078347,0,1888135,6020203
test,152,150.76142,-35,68,8.155517029,0.005764087,0.478317908,98.82398781,98.82398781,81.01398829,98.82398781,38.01538648,38.01538648,36.57864628,36.57864628,1.203799896,3.88071,1923.56467,1770.03054,2328.3935,154.2778,800.372634,11.26593644,0.007940083,0.007738895,0.008204492,0.008204492,116.8012617,2.122578619,35.72281355,1787.174205,0,1944397,6011278
test,153,115.75758,-34.5,68,-35.9861849,-0.018247582,-0.357716411,141.5441906,141.5441906,98.50798372,141.5441906,35.94015206,35.94015206,28.96290422,28.96290422,89.28820033,3.36363,1638.68178,3304.27288,2581.96968,2354.33296,2419.55693,29.61838648,0.007732344,0.007738037,0.009623395,0.009623395,26.22816806,5.275051844,41.69891138,1792.474019,0,-1278211,6009391
test,154,116.36364,-34.5,68,-33.53837874,-0.014734204,-0.304989406,148.0524738,148.0524738,104.4729251,148.0524738,36.15227445,36.15227445,32.59320348,32.59320348,236.1144,3,1633.22724,3326.09104,2579.54544,2300.99968,2366.338381,102.7670047,0.023855175,0.023863336,0.026443773,0.026443773,17.46530885,5.757766289,41.96814221,1795.794032,0,-1221521,6020414
test,155,116.9697,-34.5,68,-29.80032653,-0.013558857,-0.312877303,151.0704307,151.0704307,108.606283,151.0704307,36.38318348,36.38318348,34.21788442,34.21788442,218.977,3,1624.4848,3348.8486,2576.6515,2247.1967,2313.123029,143.6342989,0.024011851,0.024007738,0.025249436,0.025249436,56.45661886,6.168519996,43.08844716,1796.796048,0,-1164894,6031045
test,156,117.57576,-34.5,68,-29.13875351,-0.014727335,-0.406429703,152.5121328,152.5121328,111.9124842,152.5121328,36.59151539,36.59151539,34.87014424,34.87014424,252.6108002,3,1615.16664,3372.0304,2573.31816,2193.33312,2259.92117,180.4600862,0.016141611,0.016138402,0.01676804,0.01676804,91.28333309,6.385333542,44.77069378,1796.996257,0,-1108328,6041290
test,157,118.18182,-34.5,68,-33.02455352,-0.017180141,-0.570783403,150.013208,150.013208,113.1507938,150.013208,36.60363686,36.60363686,32.79135826,32.79135826,170.4310001,3.27273,1608.49998,3396.2728,2567.86362,2139.99984,2206.726902,254.5957265,0.006511476,0.006506153,0.007277187,0.007277187,103.2860829,6.335672027,46.82132862,1796.294465,0,-1051823,6051152
test,158,118.78788,-34.5,68,-47.14295593,-0.018949831,-0.709922895,147.1756983,147.1756983,113.2101554,147.1756983,36.5178791,36.5178791,31.84681908,31.84681908,71.81760012,4.18182,1602.69696,3421.66672,2563.27272,2086.66656,2153.548688,230.1529214,0.010040044,0.010034049,0.011807587,0.011807587,105.0988598,6.007335413,49.6625204,1794.838709,0,-995375,6060635
test,159,135.75758,-34.5,68,0.130239233,-0.002810247,-0.192848087,168.7779251,168.7779251,114.424933,168.7779251,37.16590506,37.16590506,34.75001533,34.75001533,209.6835999,2.7045375,1733.1516,2792.06036,2903.7274,613.7132909,707.3496347,-93.27250333,0.02222105,0.022199969,0.023792913,0.023792913,-197.147384,5.852619448,41.88033383,1791.522438,0,569549,6182142
test,160,137.57576,-34.5,68,0.748841664,0.005615339,0.323904851,162.6640116,162.6640116,132.6645142,162.6640116,35.19999606,35.19999606,41.92286773,41.92286773,67.1155998,1.46212,1750.15152,2686.68168,2953.19704,471.1528626,574.2060504,208.6139978,0.016324335,0.016324519,0.013678535,0.013678535,426.6598065,6.883940694,38.6675205,1789.562294,0,736492,6179391
test,161,138.78788,-34.5,68,4.414866728,0.006200995,0.349147458,145.7955465,145.7955465,139.3285602,145.7955465,33.7381803,33.7381803,37.14242454,37.14242454,176.3647998,1.545455,1752.57576,2616.7272,2989.21216,386.5923532,494.9496916,87.74014279,0.022509526,0.022548933,0.020571915,0.020571915,249.632633,5.145782189,36.43243365,1792.341405,0,847831,6175885
test,162,139.39394,-34.5,68,2.223073502,0.004560535,0.270356726,141.1347956,141.1347956,138.2083627,141.1347956,33.22908981,33.22908981,37.02121208,37.02121208,87.47700011,1.7727275,1753.78788,2580.3636,3008.60608,348.4711644,460.4608856,19.61165891,0.012748027,0.012762122,0.011412956,0.011412956,24.53817802,3.596837772,35.471275,1794.203234,0,903521,6173629
test,163,140,-34.5,68,-1.779774249,0.001810347,0.114832952,140.5568466,140.5568466,132.2709961,140.5568466,32.82999992,32.82999992,36.35000038,36.35000038,67.99999997,2,1756,2538.5,3028,317.6999969,427.9884949,-25.87942386,0.013101945,0.013115595,0.011823861,0.011823861,-95.2852478,1.89139998,34.62306404,1791.631531,0,959226,6171036
test,164,140.60606,-34.5,68,-12.0752732,-0.001283388,-0.084270357,140.6060783,140.6060783,125.0041896,140.6060783,32.44894025,32.44894025,35.85909076,35.85909076,45.13640001,2.0757575,1758.63636,2495.5758,3045.37878,290.9060828,403.7324637,-61.00209805,0.013454254,0.013466898,0.012159185,0.012159185,-73.81752953,0.286961453,33.88411515,1789.044757,0,1014951,6168106
test,165,141.21212,-34.5,68,-17.55660667,-0.00352288,-0.233117064,139.5292343,139.5292343,116.2871573,139.5292343,32.04288,32.04288,36.76818076,36.76818076,53.40879993,2.151515,1762.27272,2453.1516,3053.25756,275.5121625,383.3488946,-69.88225357,0.013616679,0.013657871,0.011819795,0.011819795,-29.93049601,-1.084394526,33.42313923,1790.820472,0,1070696,6164838
test,166,141.81818,-34.5,68,-14.09728225,-0.004360587,-0.308862714,137.7358056,137.7358056,106.6472593,137.7358056,31.92318224,31.92318224,36.56364076,36.56364076,53.90920002,2.2272725,1766.54544,2410.7274,3029.63652,267.2772824,370.1570927,-52.6550306,0.013663658,0.013724425,0.011907778,0.011907778,-27.42317874,-2.176506085,33.47840258,1791.964332,0,1126463,6161231
test,167,142.42424,-34.5,68,-9.950083829,-0.004053826,-0.346647581,135.2940318,135.2940318,96.17237929,135.2940318,32.06257692,32.06257692,35.35152076,35.35152076,46.47719999,2.25,1771.39392,2368.3032,2977.51536,265.5196936,366.1995087,-11.80661168,0.014776538,0.014821596,0.013447873,0.013447873,-44.9150364,-2.979136436,33.7951617,1792.536508,0,1182256,6157282
test,168,143.0303,-34.5,68,-5.622675389,-0.003077198,-0.364890862,128.2566538,128.2566538,89.64345042,128.2566538,32.71636021,32.71636021,35.94241955,35.94241955,67.02300002,2.25,1778.8939,2326.4093,2926.4548,232.7926043,366.8590335,10.40565355,0.014500972,0.014547175,0.013364278,0.013364278,-44.24312069,-3.475447424,34.21833638,1793.804897,0,1238076,6152992
test,169,143.63636,-34.5,68,-3.472851431,-0.001812812,-0.314533528,119.38103,119.38103,84.69290202,119.38103,33.48590267,33.48590267,37.31179784,37.31179784,65.5,2.25,1787.0454,2284.72752,2875.4094,197.8365284,380.0508353,16.35303099,0.014176601,0.014191168,0.012783537,0.012783537,-36.49955491,-3.63791836,34.53403925,1794.934668,0,1293926,6148358
test,170,144.24242,-34.5,68,-2.444508671,-0.00061175,-0.110085607,106.4349499,106.4349499,83.23738146,106.4349499,34.40105457,34.40105457,40.47543178,40.47543178,76,2.25,1796.1363,2243.51544,2823.8943,170.4426183,397.6682558,-24.55412901,0.014561262,0.014578421,0.012338489,0.012338489,-41.67326076,-3.497896039,34.59718492,1795.244357,0,1349807,6143379
test,171,144.84848,-34.5,68,-3.098433971,0.000528029,0.063802921,96.73606793,96.73606793,82.04911256,96.73606793,35.47999116,35.47999116,41.74333367,41.74333367,91.70439999,2.25,1806.9696,2202.30336,2773.07616,139.6336031,421.924287,-24.34120699,0.014124579,0.014134111,0.011875737,0.011875737,-41.19121432,-3.074795096,34.28148436,1795.716459,0,1405721,6138053
test,172,145.45455,-34.5,68,0.698893187,0.002027919,0.189134537,89.43724135,89.43724135,81.05836715,89.43724135,36.68000948,36.68000948,41.60999753,41.60999753,105.1135,2.25,1819.091,2161.0906,2722.77235,106.2997531,452.3430558,6.266247596,0.013668456,0.013660654,0.012080786,0.012080786,-18.53917852,-2.414240236,33.74584825,1796.30862,0,1461673,6132378
test,173,146.06061,-34.5,68,5.21445093,0.003869253,0.28557559,87.36238944,87.36238944,80.49757367,87.36238944,37.88561316,37.88561316,38.30361321,38.30361321,124,2.27272875,1832.89403,2119.31791,2673.02998,83.1134932,485.3916059,2.207515579,0.012316557,0.012299737,0.012284067,0.012284067,3.45814737,-1.58154078,33.11326232,1796.073817,0,1517661,6126352
test,174,146.66667,-34.5,68,2.841289819,0.005883651,0.360758745,85.44370734,85.44370734,80.36445605,85.44370734,39.03000418,39.03000418,36.53335036,36.53335036,263.9914007,2.50000125,1847.16675,2077.83311,2623.33306,66.99667043,523.6252103,0.923735713,0.011640965,0.011623545,0.01254193,0.01254193,8.680455333,-0.683575056,32.26785862,1795.84316,0,1573689,6119973
test,175,147.27273,-34.5,68,4.895028975,0.008311745,0.426398487,82.82023862,82.82023862,81.26692467,82.82023862,40.01182304,40.01182304,39.4909215,39.4909215,312.4336998,2.72727375,1862.31825,2037.22709,2573.63614,67.34818634,563.6518679,14.36462805,0.011350497,0.011329971,0.011493709,0.011493709,14.78526373,0.188956521,31.51762937,1795.800176,0,1629759,6113239
test,176,147.87879,-34.5,68,12.3593158,0.010955969,0.475696227,79.58918348,79.58918348,83.06215304,79.58918348,40.69439602,40.69439602,41.17954816,41.17954816,301.0904001,2.95454625,1879.3637,1996.62107,2524.6968,37.1578627,605.8699912,-17.67416651,0.011160343,0.011133649,0.010912159,0.010912159,16.66505276,0.979440199,30.88372211,1795.02227,0,1685874,6106148
test,177,148.48485,-34.5,68,13.72004284,0.012871804,0.504736395,75.9935829,75.9935829,85.39302784,75.9935829,41.19742461,41.19742461,42.10682153,42.10682153,484.1800003,3.06060625,1897.5455,1956.01505,2476.212,-11.35724215,650.3121538,-77.00029293,0.011058188,0.011044854,0.010811878,0.010811878,-22.52296608,1.659395572,30.63034064,1793.803418,0,1742034,6098696
test,178,149.09091,-34.5,68,14.27121767,0.013745067,0.523383373,77.77401813,77.77401813,85.84625582,77.77401813,41.393182,41.393182,40.55818056,40.55818056,519.2258005,3.13636375,1916.90912,1916.59085,2428.31811,24.43278387,695.6066295,-61.84124727,0.010997042,0.01097838,0.011170383,0.011170383,-91.43186771,2.19298243,30.60811519,1793.508872,0,1798242,6090882
test,179,149.69697,-34.5,68,18.8814088,0.013051803,0.531414079,81.48429687,81.48429687,85.62546163,81.48429687,41.5042425,41.5042425,39.21984923,39.21984923,877.1137,3.21212125,1936.69698,1877.39392,2380.43937,67.31441929,742.5802006,-41.50045811,0.010965634,0.010953796,0.011590442,0.011590442,-87.93169966,2.547563797,31.35669676,1792.55036,0,1854500,6082702
test,180,150.30303,-34.5,68,18.34411587,0.010561335,0.52821459,88.91642944,88.91642944,84.10476298,88.91642944,41.45575659,41.45575659,38.45015275,38.45015275,657.9089999,3.401515,1957.30302,1838.60608,2332.56063,120.4355769,790.2702959,-14.36387504,0.006994489,0.006987092,0.007533982,0.007533982,22.41773648,2.643806056,32.82253549,1790.163629,0,1910810,6074154
test,181,114.98328,-34,68,-30.33702286,-0.024738637,-0.542606926,142.0067668,142.0067668,103.6161534,142.0067668,35.65858708,35.65858708,28.25782553,28.25782553,-31.30600018,4.03344,1699.60032,3226.44824,2531.3754,2438.97136,2503.266611,6.215279249,0.008536937,0.00857242,0.010612519,0.010612519,46.91053927,4.804248871,41.8144461,1791.175551,0,-1362349,6051369
